TIME,X,Y,Z
0.0,0.923,-0.811,9.814
0.003961328,0.999,-0.811,9.967
0.007922636,0.999,-0.811,10.043
0.011883405,1.037,-0.85,10.043
0.015844122,1.037,-0.85,10.043
0.019804737,0.999,-0.811,10.043
0.023766045,1.037,-0.85,10.043
0.027727444,1.037,-0.811,10.082
0.031688903,1.037,-0.811,10.043
0.03564983,1.037,-0.85,10.043
0.039610732,1.037,-0.811,10.043
0.04357219,1.037,-0.811,10.005
0.047533575,0.999,-0.811,9.967
0.051494524,1.037,-0.85,9.928
0.055455834,0.999,-0.85,9.89
0.0594166,0.961,-0.85,9.852
0.0633777,0.961,-0.888,9.89
0.067338936,0.961,-0.85,9.852
0.07129955,0.961,-0.85,9.89
0.075260594,0.923,-0.811,9.928
0.07922121,0.923,-0.811,9.928
0.08318182,0.923,-0.811,9.928
0.08714248,0.884,-0.773,9.89
0.091103554,0.923,-0.811,9.928
0.09506478,0.923,-0.773,9.928
0.09902589,0.923,-0.773,9.928
0.10298712,0.961,-0.773,9.967
0.10694866,0.961,-0.735,9.928
0.11091062,0.961,-0.773,9.928
0.11487184,0.999,-0.735,9.967
0.11883323,0.999,-0.735,9.967
0.12279458,0.999,-0.735,10.005
0.1267559,1.037,-0.773,10.005
0.13071682,1.037,-0.735,10.043
0.1346774,1.037,-0.773,10.005
0.138638,1.076,-0.811,10.043
0.14259893,1.076,-0.811,10.005
0.14656045,1.076,-0.811,9.967
0.15052122,1.076,-0.811,9.967
0.15448207,1.076,-0.85,9.928
0.15844287,1.037,-0.85,9.928
0.16240387,1.037,-0.888,9.967
0.16636503,1.037,-0.811,10.005
0.17032613,0.999,-0.85,10.005
0.17428651,0.999,-0.85,10.005
0.17824681,0.999,-0.85,10.043
0.18220802,0.999,-0.85,10.043
0.18616986,0.961,-0.85,10.043
0.19013147,0.999,-0.85,10.043
0.19409272,0.961,-0.85,10.005
0.19805396,0.923,-0.85,10.043
0.20201565,0.961,-0.85,10.005
0.20597713,0.923,-0.811,10.043
0.20993868,0.923,-0.85,10.005
0.21389975,0.923,-0.811,10.005
0.21786085,0.923,-0.85,10.005
0.22182208,0.884,-0.85,10.043
0.22578277,0.884,-0.85,10.043
0.22974387,0.884,-0.811,10.005
0.23370458,0.923,-0.811,9.967
0.23766534,0.846,-0.811,10.005
0.24162629,0.846,-0.811,10.043
0.24558751,0.846,-0.811,10.005
0.24954884,0.846,-0.773,10.005
0.25350967,0.808,-0.773,9.967
0.25747108,0.808,-0.773,9.967
0.26143262,0.808,-0.811,9.967
0.2653939,0.808,-0.773,9.928
0.26935562,0.808,-0.735,9.928
0.27331677,0.808,-0.773,9.928
0.27727738,0.769,-0.773,9.967
0.2812384,0.769,-0.735,9.967
0.2851994,0.769,-0.735,9.967
0.28915986,0.808,-0.773,9.928
0.29312065,0.769,-0.735,10.005
0.29708186,0.769,-0.735,10.005
0.3010431,0.808,-0.735,9.967
0.30500463,0.808,-0.735,10.005
0.30896565,0.808,-0.735,10.005
0.31292602,0.846,-0.735,9.967
0.31688732,0.884,-0.773,9.967
0.32084864,0.846,-0.773,9.967
0.32480994,0.884,-0.773,9.928
0.32877097,0.884,-0.773,9.89
0.33273175,0.923,-0.773,9.89
0.33669198,0.923,-0.811,9.928
0.3406524,0.923,-0.735,9.928
0.34461343,0.961,-0.773,9.928
0.3485739,0.923,-0.735,9.928
0.3525345,0.923,-0.735,9.928
0.3564957,0.961,-0.697,9.928
0.3604564,0.961,-0.735,9.928
0.36441702,0.923,-0.735,9.967
0.36837757,0.923,-0.697,9.928
0.37233827,0.923,-0.697,9.928
0.3762994,0.923,-0.658,9.89
0.3802605,0.884,-0.62,9.89
0.38422102,0.884,-0.658,9.928
0.38818288,0.884,-0.658,9.928
0.39214396,0.923,-0.658,9.89
0.39610517,0.846,-0.658,9.89
0.40006635,0.884,-0.658,9.852
0.40402743,0.846,-0.658,9.928
0.40798858,0.846,-0.62,9.89
0.4119499,0.846,-0.658,9.967
0.4159112,0.769,-0.697,9.928
0.41987225,0.808,-0.697,9.89
0.42383397,0.808,-0.658,9.89
0.42779565,0.808,-0.697,9.89
0.43175718,0.808,-0.697,9.852
0.4357189,0.769,-0.697,9.852
0.4396798,0.769,-0.697,9.852
0.4436409,0.769,-0.735,9.814
0.44760236,0.769,-0.697,9.737
0.4515632,0.769,-0.735,9.814
0.45552438,0.731,-0.735,9.852
0.45948514,0.769,-0.735,9.928
0.463446,0.769,-0.735,9.967
0.46740615,0.769,-0.735,10.005
0.47136685,0.808,-0.697,9.928
0.47532722,0.808,-0.62,9.928
0.47928756,0.846,-0.658,9.852
0.48324838,0.846,-0.658,9.852
0.48720893,0.884,-0.658,9.852
0.4911691,0.884,-0.658,9.967
0.49512985,0.884,-0.582,10.043
0.49909046,0.884,-0.582,10.12
0.5030514,0.923,-0.62,10.082
0.50701237,0.923,-0.62,10.043
0.51097363,0.923,-0.62,9.967
0.5149348,0.923,-0.582,9.928
0.5188957,0.923,-0.62,9.814
0.5228571,0.884,-0.658,9.775
0.52681816,0.923,-0.658,9.814
0.5307793,0.884,-0.658,9.775
0.5347403,0.884,-0.697,9.814
0.538701,0.846,-0.697,9.814
0.5426623,0.884,-0.697,9.852
0.54662347,0.884,-0.658,9.89
0.5505839,0.808,-0.697,9.89
0.5545447,0.808,-0.697,9.89
0.5585058,0.769,-0.658,10.005
0.562467,0.769,-0.697,9.928
0.56642836,0.731,-0.697,10.005
0.57038933,0.693,-0.658,9.928
0.5743514,0.731,-0.658,9.89
0.57831293,0.693,-0.658,9.852
0.58227456,0.654,-0.697,9.852
0.58623564,0.654,-0.697,9.852
0.59019655,0.616,-0.697,9.852
0.59415674,0.616,-0.697,9.852
0.5981171,0.616,-0.697,9.852
0.602078,0.654,-0.697,9.89
0.6060391,0.654,-0.697,9.89
0.60999995,0.654,-0.697,9.928
0.6139607,0.693,-0.735,9.928
0.61792094,0.693,-0.735,9.928
0.62188226,0.731,-0.697,9.928
0.6258429,0.731,-0.697,9.967
0.6298044,0.769,-0.697,9.928
0.63376516,0.769,-0.735,9.967
0.6377266,0.808,-0.735,9.928
0.6416876,0.846,-0.697,9.928
0.6456487,0.846,-0.735,9.928
0.6496105,0.884,-0.735,9.928
0.653572,0.884,-0.697,9.928
0.65753293,0.923,-0.697,9.967
0.6614932,0.923,-0.697,9.928
0.66545385,0.961,-0.658,9.928
0.66941494,0.961,-0.658,9.928
0.6733757,0.999,-0.658,9.928
0.67733663,0.961,-0.658,9.89
0.68129826,0.961,-0.658,9.928
0.68525934,0.961,-0.658,9.928
0.6892207,0.961,-0.658,9.967
0.69318146,0.923,-0.658,10.005
0.6971434,0.884,-0.62,9.967
0.701105,0.923,-0.62,10.005
0.7050665,0.923,-0.62,10.005
0.7090279,0.884,-0.658,10.005
0.7129892,0.846,-0.62,9.967
0.7169504,0.808,-0.62,10.005
0.7209122,0.769,-0.62,9.967
0.7248738,0.769,-0.658,9.967
0.7288345,0.731,-0.658,9.967
0.732795,0.808,-0.658,9.967
0.7367565,0.731,-0.697,9.89
0.74071777,0.731,-0.697,9.928
0.7446787,0.693,-0.697,9.928
0.74863976,0.731,-0.658,9.928
0.75260085,0.693,-0.697,9.928
0.75656277,0.693,-0.735,9.967
0.7605241,0.731,-0.697,9.928
0.7644855,0.693,-0.697,10.005
0.76844656,0.693,-0.697,10.043
0.7724075,0.693,-0.697,10.005
0.77636814,0.693,-0.697,10.005
0.7803287,0.693,-0.697,10.005
0.7842894,0.693,-0.735,9.967
0.78825,0.731,-0.735,9.928
0.7922109,0.769,-0.773,9.89
0.7961719,0.769,-0.735,9.89
0.80013275,0.808,-0.735,9.89
0.8040939,0.769,-0.735,9.89
0.80805504,0.808,-0.735,9.928
0.81201607,0.846,-0.697,9.928
0.81597686,0.846,-0.697,9.967
0.8199376,0.846,-0.697,10.005
0.82389915,0.846,-0.697,9.967
0.827861,0.884,-0.658,9.928
0.83182245,0.884,-0.658,9.928
0.835784,0.884,-0.658,9.928
0.8397463,0.923,-0.658,9.928
0.84370875,0.961,-0.62,9.928
0.8476702,0.923,-0.62,9.852
0.85163176,0.961,-0.62,9.89
