TIME,X,Y,Z
0.0,-0.034,0.068,9.775
0.003954769,0.042,0.068,9.814
0.007909251,0.042,0.068,9.775
0.011863712,0.118,0.068,9.737
0.01581848,0.157,0.03,9.775
0.019773344,0.195,0.068,9.814
0.023727804,0.157,0.068,9.852
0.027682958,0.157,0.068,9.852
0.031637825,0.195,0.068,9.89
0.035592593,0.195,0.03,9.928
0.03954659,0.195,0.03,9.89
0.043500695,0.195,0.068,9.89
0.047455084,0.195,0.068,9.89
0.05140985,0.157,0.068,9.928
0.05536418,0.195,0.03,9.967
0.059318792,0.118,0.107,10.005
0.0632731,0.118,0.068,10.005
0.067227654,0.118,0.068,10.005
0.07118243,0.118,0.03,10.005
0.07513682,0.08,-0.007,9.928
0.07909115,0.003,-0.045,9.928
0.08304668,0.003,-0.084,9.89
0.087002605,0.003,-0.084,9.89
0.090957485,0.003,-0.084,9.852
0.094913095,0.003,-0.084,9.89
0.098868325,-0.034,-0.084,9.967
0.102823205,0.003,-0.084,10.005
0.10677851,-0.034,-0.084,10.005
0.11073398,-0.034,-0.084,10.043
0.11468931,-0.034,-0.045,10.005
0.1186447,-0.034,-0.045,9.967
0.122599535,0.003,-0.045,9.89
0.12655419,-0.034,-0.084,9.967
0.13050964,-0.034,-0.045,9.89
0.13446458,-0.034,-0.045,9.89
0.1384189,-0.034,-0.045,9.852
0.14237374,-0.034,-0.045,9.89
0.14632875,-0.034,-0.084,9.852
0.15028375,-0.034,-0.045,9.814
0.15423839,-0.034,-0.084,9.89
0.15819329,-0.034,-0.084,9.967
0.16214816,-0.034,-0.122,9.967
0.16610284,-0.034,-0.122,10.043
0.17005715,0.003,-0.122,10.043
0.17401242,-0.034,-0.084,10.043
0.17796788,-0.034,-0.084,10.082
0.18192287,-0.034,-0.122,10.043
0.18587726,-0.034,-0.122,9.89
0.18983173,-0.034,-0.122,9.814
0.19378611,-0.072,-0.16,9.814
0.19774106,-0.072,-0.122,9.852
0.20169607,-0.072,-0.122,9.814
0.20565052,-0.111,-0.084,9.852
0.20960553,-0.111,-0.084,9.928
0.21355978,-0.111,-0.045,9.928
0.2175147,-0.111,-0.007,9.928
0.22146955,-0.072,-0.007,10.005
0.2254244,-0.111,0.03,10.043
0.22937933,-0.072,0.03,10.005
0.23333424,-0.034,0.03,9.967
0.23728947,-0.034,0.03,9.89
0.2412447,0.003,0.03,9.814
0.24519978,0.003,0.03,9.775
0.24915549,0.042,0.03,9.699
0.25311065,0.08,0.03,9.737
0.2570656,0.08,-0.007,9.814
0.26102087,0.08,0.03,9.852
0.26497582,0.003,0.03,10.005
0.26893058,0.042,0.03,10.082
0.27288604,0.042,-0.007,10.082
0.27684134,-0.034,-0.045,10.082
0.28079614,-0.072,-0.045,10.043
0.28475174,-0.111,-0.084,9.967
0.28870752,-0.187,-0.084,9.89
0.2926624,-0.225,-0.16,9.852
0.29661682,-0.302,-0.199,9.852
0.30057177,-0.379,-0.199,9.89
0.30452663,-0.455,-0.237,9.89
0.30848125,-0.455,-0.199,9.89
0.312436,-0.57,-0.199,9.89
0.31639132,-0.608,-0.199,9.814
0.32034633,-0.647,-0.199,9.852
0.3243011,-0.647,-0.16,9.737
0.32825625,-0.647,-0.16,9.814
0.3322117,-0.647,-0.122,9.814
0.3361669,-0.647,-0.084,9.775
0.34012136,-0.608,-0.084,9.852
0.3440762,-0.57,-0.045,9.89
0.3480312,-0.532,-0.007,9.928
0.35198647,-0.455,0.03,9.967
0.35594252,-0.417,0.068,10.005
0.3598981,-0.34,0.068,10.043
0.36385396,-0.302,0.068,10.043
0.36780933,-0.225,0.107,10.005
0.37176377,-0.187,0.068,10.005
0.3757168,-0.111,0.107,9.967
0.37967128,-0.072,0.068,9.967
0.38362628,0.003,0.068,9.967
0.38758102,0.003,0.03,9.928
0.39153588,0.08,0.03,9.89
0.39549056,0.08,0.068,9.967
0.39944452,0.157,-0.007,9.967
0.40339893,0.195,-0.007,10.005
0.4073532,0.195,-0.045,9.967
0.41130742,0.195,-0.007,10.043
0.41526243,0.233,-0.084,10.005
0.4192175,0.233,-0.084,10.005
0.42317277,0.233,-0.16,10.005
0.4271277,0.195,-0.16,9.967
0.4310829,0.195,-0.122,9.928
0.43503785,0.157,-0.16,9.852
0.43899238,0.118,-0.16,9.737
0.4429474,0.08,-0.199,9.737
0.4469022,0.08,-0.199,9.699
0.45085672,0.003,-0.199,9.699
0.45481154,-0.034,-0.199,9.699
0.45876732,-0.072,-0.16,9.775
0.46272266,-0.072,-0.199,9.814
0.46667796,-0.111,-0.199,9.814
0.47063434,-0.149,-0.16,9.852
0.47458857,-0.149,-0.16,9.89
0.47854382,-0.149,-0.084,9.852
0.48249823,-0.225,-0.084,9.852
0.48645297,-0.225,-0.084,9.852
0.4904077,-0.264,-0.045,9.928
0.4943628,-0.264,-0.045,10.043
0.4983179,-0.302,-0.007,10.12
0.50227267,-0.302,-0.045,10.158
0.5062274,-0.34,-0.007,10.235
0.51018196,-0.379,-0.007,10.197
0.5141367,-0.417,-0.007,10.197
0.51809174,-0.455,-0.045,10.082
0.5220468,-0.493,-0.084,10.005
0.5260019,-0.493,-0.084,9.928
0.5299568,-0.532,-0.122,9.89
0.5339121,-0.532,-0.084,9.814
0.5378672,-0.493,-0.084,9.775
0.5418223,-0.532,-0.122,9.814
0.54577774,-0.455,-0.084,9.775
0.5497323,-0.417,-0.084,9.814
0.5536873,-0.417,-0.084,9.814
0.557642,-0.379,-0.045,9.852
0.5615971,-0.302,-0.045,9.852
0.5655517,-0.302,-0.084,9.928
0.56950694,-0.225,-0.007,9.89
0.573462,-0.149,-0.007,9.852
0.5774154,-0.111,-0.007,9.852
0.58137107,-0.072,-0.007,9.814
0.5853262,-0.034,-0.007,9.852
0.5892814,0.042,-0.007,9.852
0.5932367,0.042,0.03,9.852
0.59719205,0.042,0.03,9.89
0.601147,0.08,0.03,9.967
0.6051024,0.042,0.03,9.928
0.6090574,0.042,0.068,10.043
0.61301243,0.042,0.03,10.005
0.6169674,0.042,-0.007,9.967
0.6209224,0.003,-0.045,9.928
0.62487745,0.003,-0.007,10.005
0.6288319,-0.034,-0.045,9.928
0.6327868,-0.072,-0.084,9.928
0.63674194,-0.111,-0.045,9.89
0.6406977,-0.111,-0.122,9.967
0.6446539,-0.187,-0.084,9.89
0.648609,-0.225,-0.122,9.928
0.6525644,-0.264,-0.122,9.89
0.65651983,-0.264,-0.122,9.89
0.66047513,-0.302,-0.122,9.89
0.6644297,-0.34,-0.122,9.89
0.6683845,-0.34,-0.122,9.89
0.6723398,-0.34,-0.084,9.89
0.6762957,-0.302,-0.084,9.852
0.68025166,-0.34,-0.122,9.89
0.6842075,-0.34,-0.084,9.89
0.6881632,-0.379,-0.084,9.89
0.69211876,-0.34,-0.045,9.928
0.69607383,-0.34,-0.007,9.928
0.70002913,-0.302,-0.045,9.928
0.7039847,-0.302,-0.007,9.928
0.7079403,-0.264,-0.007,9.89
0.711896,-0.225,-0.007,9.89
0.71585137,-0.225,-0.007,9.89
0.7198064,-0.187,-0.007,9.89
0.723762,-0.149,-0.007,9.89
0.72771615,-0.149,-0.007,9.89
0.731669,-0.111,-0.007,9.89
0.7356237,-0.111,-0.007,9.967
0.7395774,-0.072,-0.045,9.967
0.74353206,-0.072,-0.045,9.928
0.74748623,-0.072,-0.084,9.967
0.75144154,-0.072,-0.084,10.043
0.75539625,-0.072,-0.084,10.082
0.7593503,-0.072,-0.084,10.12
0.7633049,-0.072,-0.122,10.12
0.7672596,-0.111,-0.122,10.005
0.77121466,-0.111,-0.122,9.89
0.7751712,-0.149,-0.16,9.814
0.77912575,-0.149,-0.16,9.775
0.7830801,-0.187,-0.16,9.66
0.78703487,-0.187,-0.16,9.545
0.79098934,-0.187,-0.122,9.545
0.794944,-0.187,-0.084,9.699
0.7988991,-0.187,-0.045,9.814
0.80285347,-0.149,-0.007,9.967
0.806808,-0.149,0.068,10.082
0.81076175,-0.072,0.068,10.235
0.81471604,0.003,0.068,10.35
0.818671,0.003,0.068,10.235
0.8226256,0.042,0.03,10.043
0.82658064,0.08,0.03,9.928
0.8305359,0.08,-0.007,9.775
0.8344914,0.08,-0.045,9.737
0.83844656,0.118,-0.084,9.737
0.8424016,0.042,-0.122,9.814
0.8463566,0.003,-0.122,9.852
0.85031104,-0.034,-0.084,9.967
0.8542659,-0.072,-0.084,10.043
0.85822225,-0.149,-0.045,10.082
0.86217755,-0.187,-0.007,10.082
0.8661327,-0.264,-0.007,10.082
0.8700877,-0.302,-0.007,9.967
0.87404263,-0.379,-0.007,9.928
0.87799823,-0.455,-0.007,9.89
0.88195384,-0.532,-0.007,9.852
0.8859091,-0.57,-0.045,9.814
0.8898645,-0.647,-0.045,9.737
0.8938203,-0.647,-0.007,9.699
0.8977764,-0.723,-0.045,9.66
0.90173227,-0.762,-0.045,9.622
0.90568805,-0.723,-0.045,9.699
0.90964305,-0.723,-0.045,9.699
0.913598,-0.685,-0.045,9.737
0.91755295,-0.685,-0.007,9.852
0.92150795,-0.608,0.03,9.967
0.9254635,-0.532,0.03,10.043
0.92941886,-0.455,0.03,10.082
0.93337446,-0.379,0.03,10.12
0.9373296,-0.302,0.03,10.082
0.94128495,-0.264,0.03,10.005
0.9452407,-0.225,0.03,9.928
0.9491958,-0.149,0.03,9.928
0.95315003,-0.111,-0.007,9.814
0.95710444,-0.072,-0.045,9.775
0.9610594,-0.072,-0.007,9.775
0.9650147,0.003,-0.007,9.775
0.96897036,0.042,-0.045,9.814
0.97292554,0.042,-0.045,9.967
0.9768805,0.08,-0.007,9.967
0.9808351,0.118,-0.007,9.967
0.9847902,0.157,-0.007,10.005
0.9887452,0.157,0.03,9.928
0.9927005,0.157,-0.007,9.89
0.99665564,0.157,-0.007,9.89
1.0006104,0.118,-0.007,9.89
1.0045657,0.118,-0.045,9.852
1.0085208,0.118,-0.045,9.775
1.0124758,0.08,-0.045,9.814
1.0164312,0.042,-0.084,9.814
1.0203861,0.003,-0.084,9.852
1.0243411,-0.034,-0.045,9.89
1.0282965,-0.072,-0.084,9.928
1.0322526,-0.111,-0.084,9.967
1.0362091,-0.187,-0.084,9.967
1.0401645,-0.187,-0.084,9.89
1.0441204,-0.187,-0.122,9.775
1.0480762,-0.225,-0.122,9.737
1.0520316,-0.225,-0.16,9.699
1.055987,-0.264,-0.122,9.737
1.059942,-0.302,-0.122,9.737
1.0638967,-0.264,-0.16,9.852
1.0678513,-0.34,-0.122,9.967
1.0718062,-0.34,-0.122,10.082
1.0757613,-0.34,-0.084,10.158
1.079716,-0.34,-0.122,10.158
1.0836703,-0.34,-0.122,10.158
1.0876253,-0.379,-0.122,10.082
1.0915797,-0.417,-0.16,10.043
1.0955346,-0.417,-0.199,10.005
1.0994897,-0.417,-0.16,9.89
1.1034445,-0.417,-0.16,9.852
1.1073998,-0.417,-0.16,9.814
1.1113555,-0.379,-0.199,9.814
1.1153105,-0.379,-0.122,9.814
1.1192657,-0.302,-0.122,9.737
1.1232212,-0.264,-0.084,9.737
1.1271764,-0.225,-0.084,9.775
1.1311314,-0.187,-0.045,9.814
1.135087,-0.111,0.03,9.852
1.1390411,-0.072,0.03,9.852
1.1429955,-0.034,0.068,9.89
1.1469499,0.042,0.107,9.89
1.1509042,0.118,0.107,9.928
1.1548591,0.118,0.145,9.89
1.1588143,0.157,0.183,9.852
1.1627693,0.195,0.145,9.89
1.1667237,0.195,0.107,9.852
1.1706786,0.233,0.068,9.852
1.1746337,0.195,0.068,9.89
1.1785885,0.195,0.068,9.89
1.1825434,0.157,0.068,9.89
1.1864994,0.157,-0.007,9.928
1.1904545,0.118,-0.007,9.852
1.1944095,0.08,-0.007,9.852
1.1983645,0.042,-0.007,9.89
1.202319,0.042,-0.007,9.89
1.2062737,0.003,-0.045,9.852
1.2102286,0.003,-0.084,9.89
1.2141837,-0.034,-0.045,9.928
1.218139,-0.072,-0.084,9.928
1.2220943,-0.072,-0.084,9.928
1.2260499,-0.072,-0.084,9.928
1.230006,-0.111,-0.045,9.928
1.2339604,-0.111,-0.084,9.928
1.2379174,-0.149,-0.122,9.928
1.2418734,-0.149,-0.122,9.852
1.2458293,-0.149,-0.122,9.89
1.249785,-0.149,-0.045,9.89
1.2537404,-0.149,-0.084,9.814
1.2576941,-0.111,-0.045,9.89
1.261649,-0.111,-0.045,9.89
1.2656046,-0.111,-0.007,9.852
1.2695609,-0.111,-0.007,9.928
1.2735167,-0.111,0.03,9.928
1.2774723,-0.034,0.03,9.89
1.2814277,-0.034,0.03,9.928
1.2853836,0.003,0.03,9.967
1.2893392,0.042,-0.007,9.967
1.2932947,0.08,0.03,9.928
1.2972505,0.08,0.03,9.928
1.3012065,0.118,0.03,9.89
1.3051625,0.157,0.03,9.928
1.309118,0.157,-0.007,9.928
1.3130739,0.157,-0.045,9.89
1.3170301,0.195,-0.045,9.928
1.3209851,0.195,-0.084,10.005
1.3249407,0.157,-0.045,9.967
1.3288963,0.195,-0.084,10.005
1.3328522,0.157,-0.084,10.005
1.3368077,0.157,-0.122,10.005
1.340763,0.157,-0.122,9.928
1.3447189,0.157,-0.122,9.737
1.3486755,0.118,-0.122,9.699
1.3526309,0.157,-0.16,9.737
1.3565865,0.118,-0.084,9.737
1.3605417,0.118,-0.084,9.814
1.364497,0.157,-0.007,10.005
1.3684522,0.157,0.03,10.158
1.3724074,0.157,0.068,10.158
1.3763624,0.118,0.068,10.158
1.3803178,0.157,0.107,10.158
1.384273,0.195,0.107,10.12
1.3882278,0.157,0.107,10.005
1.3921833,0.157,0.068,9.852
1.3961385,0.157,0.03,9.737
1.4000933,0.157,0.03,9.66
1.4040484,0.157,-0.007,9.584
1.4080037,0.118,-0.007,9.584
1.4119586,0.118,-0.045,9.622
1.4159136,0.118,-0.045,9.699
1.419869,0.118,-0.084,9.814
1.4238244,0.118,-0.045,9.928
1.4277797,0.08,-0.045,10.005
1.431735,0.118,-0.084,10.082
1.4356902,0.118,-0.122,10.12
1.4396453,0.042,-0.084,10.043
1.4436009,0.042,-0.122,10.043
1.4475569,0.003,-0.122,9.967
1.4515125,0.003,-0.122,9.89
1.4554682,-0.034,-0.16,9.89
1.4594232,-0.072,-0.122,9.928
1.4633791,-0.111,-0.122,9.928
1.4673347,-0.111,-0.084,9.928
1.4712918,-0.187,-0.084,9.928
1.4752475,-0.225,-0.084,9.928
1.4792025,-0.225,-0.084,9.89
1.4831573,-0.225,-0.045,9.89
1.4871122,-0.264,-0.045,9.928
1.4910674,-0.264,-0.084,9.928
1.4950223,-0.302,-0.084,9.928
1.4989775,-0.302,-0.045,9.928
1.5029331,-0.302,-0.045,9.967
1.5068887,-0.302,-0.007,10.005
1.5108442,-0.264,0.03,10.005
1.5148001,-0.264,-0.007,9.967
1.5187557,-0.225,0.03,10.005
1.5227104,-0.187,0.03,10.005
1.5266654,-0.187,0.03,10.005
1.5306207,-0.149,0.03,10.005
1.534575,-0.072,-0.007,10.005
1.5385305,-0.072,-0.007,9.967
1.5424858,-0.034,-0.007,9.967
1.5464412,0.042,-0.045,10.005
1.5503967,0.003,-0.045,9.928
1.5543522,0.042,-0.084,10.005
1.5583073,0.08,-0.084,9.967
1.5622636,0.118,-0.084,9.967
1.5662185,0.157,-0.084,9.928
1.5701741,0.195,-0.16,9.928
1.5741295,0.195,-0.16,9.928
1.578085,0.233,-0.16,9.928
1.5820405,0.233,-0.199,9.967
1.5859967,0.233,-0.199,9.967
1.5899533,0.233,-0.237,9.967
1.5939095,0.233,-0.199,10.005
1.5978653,0.195,-0.237,9.928
1.601821,0.195,-0.199,9.967
1.6057767,0.157,-0.237,10.005
1.6097316,0.118,-0.199,10.043
1.6136867,0.08,-0.199,10.043
1.6176416,0.042,-0.199,10.082
1.6215973,0.042,-0.199,10.082
1.6255533,-0.034,-0.16,10.005
1.6295098,-0.034,-0.122,10.005
1.633466,-0.072,-0.122,9.852
1.6374222,-0.072,-0.122,9.775
1.6413778,-0.149,-0.122,9.775
1.6453352,-0.149,-0.084,9.775
1.6492913,-0.149,-0.084,9.814
1.6532474,-0.187,-0.045,9.89
1.6572033,-0.187,-0.045,10.005
1.6611587,-0.225,-0.007,10.158
1.6651142,-0.225,0.03,10.197
1.6690695,-0.264,0.03,10.197
1.673025,-0.225,0.03,10.12
1.6769805,-0.225,0.03,10.082
1.6809359,-0.264,-0.007,10.005
1.6848912,-0.225,-0.045,9.928
1.688847,-0.225,-0.007,9.89
1.6928029,-0.225,-0.007,9.814
1.6967586,-0.187,-0.045,9.89
1.700714,-0.187,-0.045,9.814
1.7046695,-0.187,-0.045,9.814
1.7086252,-0.149,-0.084,9.852
1.7125789,-0.111,-0.122,9.852
1.7165346,-0.149,-0.084,9.89
1.7204889,-0.111,-0.122,9.928
1.7244444,-0.072,-0.122,10.005
1.728401,-0.072,-0.122,9.967
1.7323573,-0.072,-0.16,10.005
1.7363132,-0.034,-0.16,9.967
1.7402692,-0.034,-0.16,9.89
1.7442249,0.003,-0.16,9.852
1.7481807,0.042,-0.122,9.852
1.7521362,0.003,-0.16,9.89
1.7560912,0.042,-0.16,9.89
1.760047,0.042,-0.122,9.928
1.7640024,0.003,-0.122,9.928
1.7679579,0.042,-0.122,9.967
1.7719138,0.042,-0.122,9.928
1.7758696,0.003,-0.084,9.967
1.7798256,0.003,-0.045,9.89
1.7837815,0.003,-0.045,9.852
1.7877367,-0.034,-0.045,9.852
1.7916914,-0.034,-0.007,9.852
1.7956461,-0.072,-0.045,9.852
1.7996007,-0.072,-0.007,9.89
1.8035557,-0.072,-0.007,9.928
1.8075107,-0.111,-0.007,9.967
1.8114655,-0.072,0.03,9.967
1.8154203,-0.111,-0.007,10.005
1.8193749,-0.072,-0.007,9.928
1.8233305,-0.111,-0.007,9.89
1.8272854,-0.111,-0.045,9.928
1.8312403,-0.111,-0.007,9.928
1.8351955,-0.072,-0.045,10.005
1.8391505,-0.072,-0.045,10.005
1.8431054,-0.072,-0.045,10.082
1.8470606,-0.072,-0.084,10.082
1.8510163,-0.072,-0.084,10.082
1.8549724,-0.034,-0.084,10.043
1.8589289,-0.034,-0.084,9.967
1.8628846,-0.072,-0.122,9.89
1.86684,-0.072,-0.16,9.852
1.8707951,-0.072,-0.122,9.814
1.8747511,-0.072,-0.122,9.775
1.8787063,-0.072,-0.16,9.775
1.8826616,-0.111,-0.16,9.814
1.8866167,-0.072,-0.16,9.814
1.8905729,-0.072,-0.16,9.89
1.8945286,-0.072,-0.122,9.967
1.8984845,-0.072,-0.122,10.043
1.9024403,-0.034,-0.122,10.12
1.9063959,-0.072,-0.122,10.12
1.9103513,-0.072,-0.122,10.12
1.9143068,-0.072,-0.122,10.12
1.918263,-0.111,-0.122,10.005
1.9222177,-0.111,-0.122,9.852
1.9261734,-0.111,-0.084,9.66
1.9301298,-0.149,-0.16,9.545
1.9340843,-0.111,-0.122,9.584
1.9380399,-0.149,-0.084,9.622
1.9419962,-0.149,-0.084,9.89
1.9459522,-0.149,-0.045,10.235
1.9499071,-0.149,0.03,10.388
1.9538621,-0.149,0.068,10.465
1.9578166,-0.111,0.068,10.388
1.9617722,-0.111,0.068,10.197
1.9657282,-0.149,0.068,9.928
1.9696826,-0.111,0.03,9.737
1.9736376,-0.111,-0.007,9.584
1.9775928,-0.072,0.03,9.431
1.9815478,-0.072,0.03,9.392
1.9855027,-0.072,0.03,9.392
1.9894584,-0.072,-0.007,9.469
1.9934132,-0.072,-0.007,9.622
1.9973683,-0.072,-0.007,9.737
2.001323,-0.072,-0.045,9.967
2.0052779,-0.034,-0.007,10.158
2.009233,-0.034,-0.007,10.35
2.013188,-0.034,-0.045,10.388
2.0171432,-0.072,-0.045,10.311
2.0210989,-0.034,-0.045,10.197
2.025054,-0.111,-0.084,10.043
2.0290098,-0.111,-0.084,9.89
2.032966,-0.149,-0.122,9.775
2.0369217,-0.187,-0.122,9.699
2.0408766,-0.187,-0.16,9.775
2.044832,-0.225,-0.199,9.852
2.0487864,-0.264,-0.199,9.928
2.0527415,-0.302,-0.16,10.005
2.0566962,-0.34,-0.16,10.043
2.060651,-0.379,-0.16,10.082
2.064606,-0.379,-0.16,10.043
2.0685613,-0.455,-0.122,9.928
2.0725164,-0.417,-0.122,9.928
2.076471,-0.455,-0.122,9.89
2.0804255,-0.455,-0.084,9.852
2.0843804,-0.379,-0.007,9.852
2.0883353,-0.379,-0.007,9.814
2.0922906,-0.379,0.03,9.852
2.0962467,-0.34,0.03,9.89
2.1002018,-0.302,0.107,9.89
2.1041567,-0.302,0.068,9.89
2.1081114,-0.264,0.145,9.89
2.1120667,-0.187,0.145,9.89
2.1160212,-0.149,0.145,9.928
2.1199749,-0.111,0.107,9.89
2.123929,-0.072,0.145,9.928
2.1278841,-0.072,0.107,9.89
2.131839,-0.034,0.107,9.89
2.1357949,0.042,0.107,9.852
2.1397507,0.08,0.068,9.89
2.1437063,0.118,0.03,9.852
2.147662,0.118,0.068,9.852
2.1516175,0.118,-0.007,9.852
