TIME,X,Y,Z
0.0,2.952,0.068,9.507
0.003960231,2.914,0.03,9.507
0.007920024,2.914,0.03,9.545
0.011880409,2.914,0.068,9.584
0.01584041,2.914,0.068,9.584
0.019800425,2.952,0.03,9.66
0.023761116,2.952,0.03,9.622
0.027721424,2.914,0.03,9.622
0.031681683,2.952,0.03,9.622
0.03564207,2.952,-0.007,9.622
0.03960253,2.952,-0.007,9.622
0.043563113,2.952,-0.007,9.622
0.047523804,2.952,-0.045,9.545
0.051483802,2.991,-0.084,9.584
0.055444665,2.991,-0.045,9.545
0.05940528,3.029,-0.045,9.545
0.06336612,3.029,-0.045,9.507
0.06732676,3.029,-0.045,9.507
0.07128761,3.029,-0.084,9.507
0.07524845,3.067,-0.045,9.507
0.07920856,3.106,-0.045,9.545
0.08316901,3.067,-0.045,9.545
0.08712925,3.067,-0.007,9.584
0.09108981,3.106,-0.045,9.584
0.09504989,3.029,-0.045,9.584
0.09901081,3.029,0.03,9.584
0.102971755,3.029,-0.007,9.622
0.106932834,3.029,-0.007,9.584
0.11089329,2.991,-0.007,9.584
0.1148537,2.952,0.03,9.584
0.1188137,2.914,0.03,9.545
0.12277439,2.914,-0.007,9.545
0.12673494,2.876,0.03,9.545
0.13069533,2.914,0.068,9.545
0.13465579,2.876,0.068,9.584
0.1386162,2.876,0.03,9.545
0.14257698,2.876,0.03,9.584
0.14653759,2.837,0.03,9.545
0.15049839,2.876,0.068,9.545
0.15445915,2.876,0.068,9.545
0.15842009,2.837,0.03,9.507
0.16238073,2.876,0.03,9.584
0.16634102,2.876,0.03,9.545
0.17030165,2.837,0.068,9.622
0.17426297,2.876,0.068,9.545
0.17822413,2.914,0.068,9.584
0.18218489,2.914,0.068,9.584
0.18614578,2.914,0.068,9.545
0.19010654,2.876,0.03,9.545
0.19406661,2.952,0.03,9.507
0.19802731,2.952,0.03,9.507
0.20198739,2.914,0.03,9.507
0.20594755,2.952,0.03,9.507
0.20990771,2.952,0.03,9.507
0.21386817,2.952,0.03,9.507
0.21782963,2.952,0.03,9.507
0.22179104,2.952,-0.007,9.469
0.22575095,2.952,0.03,9.507
0.22971173,2.914,0.03,9.545
0.23367274,2.952,-0.045,9.507
0.23763381,2.991,-0.007,9.584
0.24159466,2.952,-0.007,9.545
0.24555568,2.952,-0.007,9.545
0.24951644,2.952,-0.007,9.584
0.25347674,2.952,-0.007,9.622
0.25743783,2.952,-0.007,9.66
0.26139885,2.914,-0.007,9.66
0.26536047,2.914,-0.007,9.66
0.26932162,2.876,0.03,9.66
0.27328217,2.876,0.03,9.699
0.27724355,2.837,-0.007,9.699
0.2812043,2.837,-0.045,9.66
0.2851651,2.837,-0.045,9.66
0.2891257,2.799,-0.007,9.622
0.29308665,2.837,-0.084,9.622
0.2970481,2.837,-0.045,9.622
0.30100936,2.837,-0.007,9.622
0.3049706,2.837,-0.045,9.584
0.30893126,2.837,-0.045,9.545
0.3128915,2.799,-0.045,9.507
0.31685233,2.876,-0.045,9.507
0.32081282,2.914,-0.045,9.507
0.32477307,2.952,-0.045,9.507
0.32873368,2.952,-0.045,9.545
0.3326944,2.952,-0.084,9.584
0.33665478,2.991,-0.045,9.584
0.3406154,2.991,-0.045,9.545
0.34457615,3.029,-0.007,9.545
0.34853703,2.991,-0.045,9.584
0.35249773,3.029,-0.045,9.622
0.3564585,3.067,-0.045,9.545
0.3604189,3.029,-0.045,9.545
0.3643802,3.029,-0.045,9.622
0.36834177,3.029,-0.045,9.545
0.37230292,3.029,-0.007,9.584
0.37626368,2.991,-0.007,9.584
0.380225,2.991,-0.007,9.584
0.3841863,2.952,-0.007,9.584
0.38814718,2.991,-0.007,9.622
0.39210826,2.952,-0.007,9.545
0.3960694,2.914,-0.007,9.545
0.40002963,2.876,-0.007,9.545
0.40399063,2.914,-0.007,9.507
0.40795112,2.837,-0.007,9.507
0.41191164,2.837,-0.045,9.469
0.41587174,2.799,-0.045,9.507
0.4198322,2.799,-0.045,9.469
0.42379245,2.799,-0.007,9.469
0.4277532,2.799,-0.007,9.545
0.4317136,2.837,-0.045,9.507
0.43567365,2.799,-0.045,9.507
0.43963414,2.837,-0.045,9.545
0.4435947,2.799,-0.007,9.545
0.4475554,2.837,-0.007,9.545
0.45151615,2.837,-0.007,9.545
0.45547637,2.876,-0.007,9.545
0.45943692,2.876,-0.045,9.545
0.46339777,2.876,-0.007,9.545
0.46735862,2.876,-0.007,9.584
0.47131887,2.914,-0.007,9.622
0.47527927,2.914,-0.007,9.622
0.4792397,2.952,-0.007,9.622
0.4832005,2.914,-0.007,9.584
0.4871614,2.952,-0.007,9.545
0.4911218,2.952,-0.007,9.584
0.49508163,2.952,0.03,9.622
0.49904224,2.952,0.03,9.545
0.50300276,2.991,-0.007,9.622
0.5069635,2.991,-0.007,9.622
0.51092404,2.991,-0.007,9.622
0.5148844,2.952,-0.045,9.622
0.51884526,2.952,-0.045,9.622
0.52280664,2.991,-0.045,9.622
0.5267678,2.914,-0.045,9.66
0.53072834,2.952,-0.084,9.622
0.53468895,2.952,-0.045,9.584
0.5386498,2.952,-0.007,9.622
0.5426103,2.952,-0.084,9.584
0.5465709,2.952,-0.045,9.584
0.5505312,2.914,-0.045,9.622
0.5544928,2.952,-0.045,9.622
0.558454,2.914,-0.045,9.545
0.56241465,2.876,-0.084,9.584
0.5663755,2.876,-0.084,9.584
0.57033575,2.876,-0.045,9.545
0.5742963,2.914,-0.007,9.584
0.57825726,2.876,-0.007,9.545
0.5822181,2.837,0.03,9.545
0.58617866,2.837,-0.007,9.545
0.5901395,2.837,-0.007,9.545
0.59410006,2.837,-0.045,9.545
0.5980607,2.837,0.03,9.545
0.60202146,2.837,-0.007,9.545
0.6059818,2.799,-0.007,9.545
0.6099432,2.837,0.03,9.545
0.6139046,2.761,0.03,9.545
0.6178654,2.799,-0.007,9.584
0.6218261,2.837,-0.007,9.584
0.62578726,2.837,-0.007,9.584
0.6297486,2.876,-0.045,9.584
0.63370997,2.876,-0.045,9.584
0.6376712,2.837,-0.007,9.584
0.64163315,2.837,-0.045,9.584
0.64559454,2.876,-0.045,9.584
0.6495555,2.876,-0.045,9.545
0.65351635,2.914,-0.045,9.545
0.65747714,2.914,-0.084,9.545
0.6614376,2.914,-0.084,9.507
0.66539854,2.914,-0.045,9.545
0.66935915,2.914,-0.084,9.584
0.6733197,2.952,-0.045,9.545
0.6772802,2.952,-0.045,9.469
0.6812412,2.952,-0.084,9.431
0.6852019,2.914,-0.045,9.507
0.6891627,2.952,-0.045,9.545
0.69312453,2.952,-0.045,9.622
0.6970861,2.952,-0.045,9.622
0.7010472,2.952,-0.045,9.584
0.70500773,2.952,-0.045,9.584
0.70896846,2.952,-0.045,9.622
0.71292907,2.952,-0.007,9.545
0.7168902,2.952,-0.007,9.622
0.720851,2.952,-0.007,9.66
0.7248123,2.952,0.03,9.66
0.7287733,2.991,0.068,9.66
0.73273444,2.991,0.03,9.622
0.73669493,2.991,0.068,9.584
0.7406556,2.952,0.03,9.622
0.7446164,2.952,0.03,9.622
0.7485776,2.952,0.03,9.622
0.7525391,2.952,0.03,9.584
0.7564997,2.952,-0.007,9.622
0.7604603,2.914,-0.007,9.622
0.7644206,2.876,-0.045,9.584
0.7683813,2.914,-0.045,9.545
0.7723416,2.876,-0.045,9.584
0.77630186,2.876,-0.045,9.545
0.78026235,2.914,-0.045,9.545
0.7842227,2.914,-0.084,9.545
0.78818345,2.876,-0.045,9.545
0.792144,2.876,-0.045,9.507
0.7961045,2.914,-0.045,9.507
0.80006516,2.914,-0.007,9.507
0.80402607,2.952,-0.007,9.507
0.80798614,2.914,-0.007,9.469
0.8119465,2.914,-0.007,9.469
0.81590664,2.876,-0.007,9.507
0.81986743,2.876,-0.007,9.545
0.8238277,2.837,-0.007,9.584
0.8277878,2.837,-0.007,9.584
0.8317478,2.837,-0.045,9.66
0.83570814,2.799,-0.007,9.622
0.8396692,2.837,-0.007,9.66
0.8436295,2.799,0.03,9.66
0.84759015,2.799,-0.007,9.622
0.85155123,2.799,0.03,9.622
0.85551244,2.837,-0.045,9.584
0.85947317,2.799,-0.007,9.622
0.86343354,2.837,-0.007,9.584
0.86739403,2.837,-0.007,9.584
0.87135524,2.876,-0.007,9.584
0.87531644,2.914,-0.007,9.584
0.8792776,2.914,-0.045,9.584
0.8832386,2.914,-0.007,9.584
0.88719904,2.914,-0.045,9.584
0.89116013,2.952,-0.007,9.545
0.89512104,2.991,-0.007,9.584
0.8990822,3.029,-0.007,9.622
0.9030431,3.029,-0.007,9.622
0.90700424,3.029,-0.045,9.584
0.9109648,3.067,-0.007,9.584
0.91492474,3.067,-0.007,9.622
0.91888434,3.067,-0.007,9.622
0.9228443,3.029,-0.084,9.584
0.9268044,3.029,-0.045,9.584
0.93076444,3.067,-0.007,9.545
0.9347248,3.029,-0.045,9.507
0.93868476,3.029,-0.007,9.545
0.9426458,3.029,-0.007,9.507
0.9466065,3.029,-0.007,9.545
0.95056754,2.952,0.03,9.507
0.9545285,2.952,-0.007,9.545
0.9584892,2.952,-0.007,9.469
0.96244985,2.952,0.03,9.507
0.9664105,2.914,-0.007,9.507
0.97037077,2.952,-0.007,9.469
0.9743319,2.914,-0.007,9.507
0.97829336,2.914,-0.007,9.545
0.98225397,2.914,-0.007,9.507
0.98621404,2.914,0.03,9.507
0.9901743,2.952,0.03,9.507
0.9941351,2.952,0.03,9.507
0.99809575,2.914,0.03,9.545
1.0020565,2.914,0.03,9.622
1.0060177,2.876,-0.007,9.584
1.0099789,2.876,0.03,9.584
1.0139395,2.914,0.03,9.545
1.0178999,2.914,-0.007,9.584
1.0218595,2.876,0.03,9.584
1.0258194,2.914,0.03,9.622
1.0297794,2.914,0.03,9.584
