TIME,X,Y,Z
0.0,1.037,-0.697,10.005
0.003961153,0.999,-0.735,9.967
0.007922116,0.999,-0.697,10.005
0.011883346,0.999,-0.697,9.967
0.015843961,0.999,-0.697,9.967
0.019804988,0.961,-0.697,10.005
0.023766294,0.999,-0.658,10.043
0.027727602,0.961,-0.658,10.005
0.031688545,0.999,-0.62,10.005
0.035649084,0.999,-0.62,9.967
0.039610084,0.999,-0.62,9.967
0.043571167,0.961,-0.658,10.005
0.047532476,0.961,-0.62,9.928
0.051493477,0.961,-0.658,9.89
0.05545419,0.961,-0.62,9.89
0.059415273,0.961,-0.658,9.89
0.06337581,0.923,-0.62,9.89
0.06733675,0.923,-0.62,9.928
0.07129798,0.923,-0.582,9.89
0.075259365,0.961,-0.658,9.928
0.079221025,0.961,-0.658,9.928
0.08318233,0.961,-0.62,9.928
0.08714349,0.961,-0.62,9.928
0.09110459,0.961,-0.62,9.967
0.095065124,0.961,-0.582,9.928
0.09902544,0.961,-0.543,9.967
0.10298585,0.999,-0.62,9.928
0.10694646,0.961,-0.62,9.928
0.110907,0.999,-0.582,9.89
0.114867866,1.037,-0.62,9.89
0.11882886,1.037,-0.62,9.89
0.12278971,0.999,-0.62,9.928
0.12675081,1.037,-0.582,9.967
0.13071229,1.037,-0.582,9.967
0.13467404,1.037,-0.582,9.928
0.13863494,1.037,-0.582,9.967
0.14259586,1.037,-0.582,9.967
0.14655715,1.037,-0.582,10.005
0.15051858,1.037,-0.582,9.967
0.15448019,1.037,-0.582,9.967
0.15844135,1.076,-0.582,9.967
0.16240261,1.037,-0.582,9.928
0.16636331,1.037,-0.62,10.005
0.17032422,1.037,-0.582,10.005
0.17428526,1.037,-0.543,9.967
0.17824611,0.999,-0.582,9.967
0.18220702,0.999,-0.62,9.967
0.18616775,0.999,-0.582,9.967
0.19012944,0.961,-0.543,9.967
0.19409098,0.961,-0.582,9.928
0.19805229,0.923,-0.543,9.928
0.2020136,0.923,-0.543,9.89
0.20597506,0.884,-0.543,9.89
0.2099366,0.846,-0.582,9.89
0.21389776,0.846,-0.543,9.89
0.21785861,0.884,-0.543,9.852
0.22182015,0.846,-0.543,9.89
0.22578138,0.808,-0.543,9.89
0.22974299,0.808,-0.505,9.89
0.23370479,0.846,-0.505,9.89
0.23766632,0.808,-0.467,9.89
0.24162763,0.808,-0.505,9.89
0.24558887,0.846,-0.467,9.928
0.24954987,0.808,-0.467,9.89
0.2535111,0.846,-0.467,9.928
0.2574721,0.846,-0.505,9.928
0.26143312,0.846,-0.467,9.928
0.26539412,0.884,-0.505,9.928
0.26935604,0.846,-0.467,9.967
0.27331695,0.846,-0.505,9.928
0.27727813,0.846,-0.505,9.928
0.28123888,0.846,-0.543,9.89
0.28520036,0.846,-0.543,9.928
0.28916165,0.884,-0.543,9.928
0.29312307,0.884,-0.543,9.89
0.29708412,0.884,-0.505,9.89
0.30104598,0.846,-0.505,9.928
0.30500686,0.884,-0.543,9.967
0.3089677,0.884,-0.543,9.89
0.31292886,0.884,-0.505,9.928
0.31688964,0.923,-0.505,9.967
0.32085133,0.961,-0.467,9.928
0.3248132,0.923,-0.467,9.928
0.3287751,0.923,-0.467,9.967
0.3327368,0.999,-0.467,10.005
0.33669797,0.961,-0.467,9.967
0.3406588,0.961,-0.467,10.005
0.3446198,0.923,-0.467,9.967
0.3485809,0.961,-0.428,9.967
0.35254228,0.961,-0.467,9.928
0.35650313,0.923,-0.428,9.928
0.36046445,0.961,-0.428,9.928
0.3644262,0.961,-0.467,9.967
0.36838722,0.923,-0.467,9.967
0.37234828,0.923,-0.467,9.928
0.37630948,0.923,-0.505,9.89
0.3802709,0.923,-0.467,9.928
0.38423216,0.923,-0.505,9.928
0.38819385,0.884,-0.505,9.928
0.39215532,0.884,-0.467,9.967
0.39611694,0.884,-0.505,9.89
0.40007877,0.846,-0.467,9.852
0.40404055,0.846,-0.543,9.89
0.40800187,0.884,-0.505,9.89
0.4119637,0.846,-0.467,9.814
0.4159258,0.808,-0.505,9.852
0.41988757,0.846,-0.505,9.852
0.42384866,0.846,-0.467,9.852
0.42780966,0.808,-0.467,9.852
0.4317705,0.808,-0.467,9.814
0.43573147,0.846,-0.505,9.775
0.439693,0.846,-0.505,9.775
0.4436543,0.846,-0.467,9.814
0.44761524,0.884,-0.467,9.852
0.451576,0.884,-0.467,9.89
0.45553654,0.884,-0.428,9.928
0.45949847,0.846,-0.428,9.928
0.46345934,0.884,-0.428,9.967
0.46742055,0.884,-0.428,10.043
0.4713811,0.884,-0.39,10.082
0.47534218,0.923,-0.428,10.158
0.47930318,0.923,-0.467,10.158
0.48326448,0.961,-0.39,10.12
0.48722523,0.961,-0.428,10.005
0.49118683,0.999,-0.428,10.005
0.49514842,0.923,-0.467,10.005
0.49910963,0.961,-0.467,9.967
0.5030709,0.999,-0.505,9.967
0.5070324,0.961,-0.505,9.967
0.5109937,0.923,-0.505,10.005
0.51495546,0.961,-0.505,9.967
0.518917,0.923,-0.505,9.967
0.5228788,0.923,-0.505,9.967
0.5268406,0.923,-0.505,9.967
0.5308015,0.923,-0.505,9.928
0.53476226,0.884,-0.505,9.967
0.5387228,0.884,-0.505,9.928
0.54268336,0.846,-0.467,9.928
0.54664415,0.846,-0.467,9.928
0.5506056,0.884,-0.467,9.89
0.5545659,0.846,-0.428,9.89
0.55852646,0.808,-0.428,9.89
0.5624875,0.808,-0.428,9.852
0.5664481,0.808,-0.428,9.775
0.5704083,0.808,-0.428,9.852
0.5743692,0.769,-0.428,9.814
0.5783304,0.769,-0.39,9.814
0.58229095,0.731,-0.39,9.852
0.5862527,0.731,-0.428,9.89
0.5902142,0.731,-0.428,9.967
0.5941759,0.731,-0.467,9.928
0.5981376,0.769,-0.428,10.005
0.6020992,0.769,-0.467,10.005
0.60606,0.731,-0.467,10.043
0.61002135,0.769,-0.467,10.043
0.6139835,0.808,-0.505,10.043
0.61794484,0.846,-0.467,10.043
0.6219058,0.846,-0.467,10.082
0.6258673,0.846,-0.505,10.043
0.6298289,0.884,-0.467,10.005
0.63378996,0.884,-0.505,10.043
0.63775134,0.923,-0.505,10.005
0.6417124,0.923,-0.505,10.043
0.6456738,0.884,-0.505,10.005
